Investigador,Nombre del evento,Tipo,Lugar,Ámbito,Productos asociados,Instituciones asociadas,Participantes,Año 
Natalia Andrea Salazar Camacho,Xl Congreso Latinoamericano de Estudiantes de Ingeniería Química, Congreso,SAN JOSÉ   - Universidad de Costa Rica,Nacional,Ninguno,"UNIVERSIDAD DE COSTA RICA: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Organizador
",2005
Natalia Andrea Salazar Camacho,II Congreso Internacional. Diseño de Procesos Químicos y Biotecnológicos, Congreso,MEDELLÍN   - Auditorio Fundadores EAFIT,Nacional,Ninguno,"UIniversidad EAFIT: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Organizador
",2006
Natalia Andrea Salazar Camacho,VI Seminario Internacional de Frutas Tropicales, Seminario,MANIZALES   - Auditorio Universidad Nacional de Colombia sede Manizales,Nacional,"Prespectivas de uso de frutales colombianos como fuente de antioxidantes: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Completo
","UNIVERSIDAD DE CALDAS: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Organizador
",2006
Natalia Andrea Salazar Camacho,Semana Universitaria de Investigaciones, Encuentro,IBAGUÉ   - Universidad de Ibagué,Nacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Ponente
",2013
Natalia Andrea Salazar Camacho,17th International Conference on Food Engineering and Biotechnology, Congreso,Barcelona   -,Internacional,Ninguno,": Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Ponente
",2015
Natalia Andrea Salazar Camacho,VI Simposio Internacional: Biorefinerias y productos sostenibles, Congreso,MEDELLÍN   - Universidad Nacional de Colombia - Medellín,Nacional,Ninguno,"UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MANIZALES: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Ponente
",2015
Natalia Andrea Salazar Camacho,The First Food Chemistry Conference, Congreso,"Amsterdam   - NH Grand Hotel Krasnapolsky, Amsterdam",Internacional,"Influence of ultrasound application on volatile compounds of Mango (Mangifera indica L.) and Tamarillo (Cyphomandra betacea Cav. Sendt) during convective drying: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MANIZALES: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Ponente
",2016
Natalia Andrea Salazar Camacho,III Congreso internacional en investigación e innovación en ciencia y tecnología de alimentos, Congreso,"BOGOTÁ, D.C.   - Centro empresarial y recreativo El Cubo",Internacional,"Efecto del control de congelamiento en la liofilización de mango (Mangifera indica L.) encapsulado: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MANIZALES: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Asistente
",2016
Natalia Andrea Salazar Camacho, 22nd International Congress On Acoustics (ICA 2016), Congreso,Buenos Aires   -  Universidad Católica,Internacional,"Effect of convective drying assisted by ultrasound on drying time and aroma of tamarillo (Cyphomandra betacea Cav. Sendt) and mango (Mangifera indica L.) fruits: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MANIZALES: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Asistente
",2016
Natalia Andrea Salazar Camacho,XIII Congreso Internacional de Ciencia y Tecnología de Alimentos (CONACTA 2016), Congreso,ARMENIA   - Universidad del Quindio,Internacional,"Aplicación de Vacío Inducido durante el congelamiento para la liofilización de trozos de Tomate de Árbol: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MANIZALES: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Ponente
",2016
Natalia Andrea Salazar Camacho,Sixth International Conference on Food Studies, Otro,"Berkeley, CA   - University of California",Internacional,"Productivity and Competitiveness of the Value Chain for Andean Fruits: Producción técnica - Presentación de trabajo - Ponencia
","Food Studies Research Network: Gestionadora
","NATALIA ANDREA SALAZAR CAMACHO: Ponente
",2016
Natalia Andrea Salazar Camacho,"III International Congress of Mechanical Engineering and Agricultural Science, CIMCA 2017", Congreso,BUCARAMANGA   - Universidad Pontificia Bolivariana,Nacional,"Thermo Ultrasonic Pretreatment To Reduce Guava Freeze-Drying Process Time While Inhibiting Enzymatic Browning: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MANIZALES: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Ponente
",2017
Natalia Andrea Salazar Camacho,II Congreso Nacional de la Asociación Española de Profesionales del Análisis Sensorial (AEPAS), Congreso,Valencia   -,Internacional,"Motivos para la elección de barritas de cereales como snack. ¿Son diferentes en consumidores deportistas?.: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MANIZALES: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Ponente
",2017
Natalia Andrea Salazar Camacho,"IV Congreso internacional de investigación en innovación en ingeniería, ciencia y tecnología de alimentos-IICTA", Congreso,CALI   -,Internacional,"	Efecto de la aplicación de ultrasonido en el tiempo de secado de trozos de tomate de árbol: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MANIZALES: Gestionadora
","NATALIA ANDREA SALAZAR CAMACHO: Ponente
",2018
Natalia Andrea Salazar Camacho,Congreso Internacional de ciencia y tecnología en el trópico: Aguacate Hass y Cacao, Congreso,IBAGUÉ   - Universidad del Tolima,Internacional,Ninguno,"UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Asistente
",2019
Natalia Andrea Salazar Camacho,"V Congreso internacional en investigación e innovación en ingeniería, ciencia y tecnología de alimentos IICTA 2021", Congreso,MANIZALES   - Universidad Nacional de Colombia,Internacional,"Alternativas para el aprovechamiento de subproductos de cacao en San Bernardo - Tolima: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Ponente
",2021
Natalia Andrea Salazar Camacho,"V Congreso internacional en investigación e innovación en ingeniería, ciencia y tecnología de alimentos IICTA 2021", Congreso,MANIZALES   - Universidad Nacional de Colombia,Internacional,"Deshidratación de mango, una apuesta para la generación de valor: Demás trabajos - Demás trabajos - Póster
","UNIVERSIDAD DE IBAGUÉ: Patrocinadora
","NATALIA ANDREA SALAZAR CAMACHO: Ponente
",2021
Sergio Alejandro Balaguera Reina,I Simposio Red Colombiana de Biología Evolutiva, Simposio,"BOGOTÁ, D.C.   - universidad de los andes",Nacional,Ninguno,"UNIVERSIDAD DE LOS ANDES: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Organizador
",2008
Sergio Alejandro Balaguera Reina,I Taller Plan de Acción Nacional sobre Tiburones y Rayas, Taller,"BOGOTÁ, D.C.   - universidad Javeriana",Nacional,Ninguno,"PONTIFICIA UNIVERSIDAD JAVERIANA: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Organizador
",2008
Sergio Alejandro Balaguera Reina,II Congreso Nacional de Zoología, Congreso,SANTA MARTA   - Centro de Convenciones Hotel Santamar,Nacional,"Resultados parciales de la distribución espacial y descripción del hábitat de los Crocodylia del Parque Nacional Natural Vía Isla de Salamanca: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
","UNIVERSIDAD NACIONAL DE COLOMBIA: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Ponente
",2006
Sergio Alejandro Balaguera Reina,Foro Aprovechar el territorio marino-costero en forma eficiente y sostenible, Otro,SANTA MARTA   - Convenciones Estelar Santamar,Nacional,Ninguno,"Dimar - Capitanía De Puerto De Santa Marta: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Organizador
",2007
Sergio Alejandro Balaguera Reina,Taller Definición de la metodología para el muestreo de poblaciones de felinos silvestres en el Caribe Colombiano y estructuración del marco institucional para la articulación del Plan de Conservación para los Felinos del Caribe Colombiano a escala regional., Taller,SANTA MARTA   - Universidad del Magdalena,Nacional,Ninguno,"Ministerio De Ambiente Y Desarrollo Territorial: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Organizador
",2010
Sergio Alejandro Balaguera Reina,Curso Taller: Datos Multivariados: Análsis clásicos y nuevas tecnologías, Taller,SANTA MARTA   -,Nacional,Ninguno,"Proyecto de Conservación de Aguas y Tierras ProCAT Colombia: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Organizador
",2010
Sergio Alejandro Balaguera Reina,III Simposio - Red Colombiana de Biología Evolutiva, Simposio,MEDELLÍN   - Parque Explora,Nacional,Ninguno,"UNIVERSIDAD DE ANTIOQUIA: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Organizador
",2011
Sergio Alejandro Balaguera Reina,20th Workshop meeting del Grupo de Especialistas de Cocodrilos. IUCN/SSC, Taller,Manaus   -,Internacional,Ninguno,"Crocodile Specialist Group: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Organizador
",2010
Sergio Alejandro Balaguera Reina,I Festival del Tigre Malibú, Otro,"BOGOTÁ, D.C.   - San Juan Nepomuceno",Nacional,Ninguno,"Conservación Internacional Colombia: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Organizador
",2009
Sergio Alejandro Balaguera Reina,I Congreso Nacional de Áreas Protegidas. Bogotá D.C. Colombia., Congreso,SANTA MARTA   -,,"Estrategias de conservación a escala regional utilizando especies clave: Estudios de caso del Plan de Conservación de félidos del Caribe Colombiano: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
",Ninguno,"SERGIO ALEJANDRO BALAGUERA REINA: Asistente
",2009
Sergio Alejandro Balaguera Reina,XIII Seminario Nacional de Ciencia y Tecnología del Mar, Seminario,SAN ANDRÉS   -,Nacional,"Distribución espacial y descripción del Hábitat de los Crocodylia del Parque Nacional Natural Vía Isla de Salamanca, Caribe colombiano: Producción bibliográfica - Trabajos en eventos (Capítulos de memoria) - Resumen
","Universidad Nacional De Colombia - Sede San Andrés: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Asistente
",2008
Sergio Alejandro Balaguera Reina,23rd working meeting of the IUCN-SSC Crocodile Specialist Group, Congreso,Lake Charles   - Mcneese State University,Internacional,"Reproductive ecology and hatchlings¿ growth rates of the American Crocodile in Coiba Island, Panama, Central America: Producción técnica - Presentación de trabajo - Ponencia
Abundance, demographic structure and habitat of the American Crocodile Crocodylus acutus (Cuvier, 1807) in Coiba Island, Panama.: Demás trabajos - Demás trabajos - Póster
Spacial ecology of the American Crocodile Crocodylus acutus (Cuvier, 1807) in Coiba Island, Panama.: Demás trabajos - Demás trabajos - Póster
","Mcneese State University: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Ponente
",2014
Sergio Alejandro Balaguera Reina,61st Annual meeting Southwestern Association of Naturalist, Congreso,Stillwater   - Oklahoma State University,Internacional,"Nesting ecology of American Crocodile in Coiba Island, Panama, Central America.: Producción técnica - Presentación de trabajo - Ponencia
","Oklahoma State University: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Ponente
",2014
Sergio Alejandro Balaguera Reina,Texas Tech Annual Biological Science Symposium, Simposio,Lubbock   - Museum of Texas Tech University,Internacional,Ninguno,"Texas Tech University: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Asistente
",2014
Sergio Alejandro Balaguera Reina,I Congreso Colombiano de Mastozoología, Congreso,QUIBDÓ   - Universidad Tecnológica del Choco,Nacional,"Prioridades de investigación de los pequeños mamíferos de Colombia.: Producción técnica - Presentación de trabajo - Ponencia
Caracterización y validación del modelo de hábitat potencial del Jaguar Panthera onca (Lennaeus, 1758; Carnivora, Felidae) en la Cuenca del Canal del Dique, Caribe colombiano.: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD TECNOLOGICA DEL CHOCO DIEGO LUIS CORDOBA: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Ponente
",2011
Sergio Alejandro Balaguera Reina,I Congreso Colombiano de Mastozoología, Congreso,Lisboa   - Universidad Tecnológica del Choco,Nacional,"Diagnóstico, evaluación y propuestas de solución a la problemática de conflictos ocacionados por el Jaguar (Panthera onca) y el Puma (Puma concolor) a actividades pecuarias en el departamento del Cesar, Colombia.: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD TECNOLOGICA DEL CHOCO DIEGO LUIS CORDOBA: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Ponente
",2011
Sergio Alejandro Balaguera Reina,III Congreso Colombiano de Zoología., Congreso,MEDELLÍN   - Centro de convenciones plaza mayor,Nacional,"Estado de conocimiento de los mamíferos presentes en el Caribe colombiano: identificación de vacios y prioridades de investigación.: Producción técnica - Presentación de trabajo - Ponencia
",": Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Ponente
",2010
Sergio Alejandro Balaguera Reina,III Congreso Colombiano de Zoología., Congreso,MEDELLÍN   - Centro de convenciones plaza mayor,Nacional,"Estructura poblacional, distribución y amenazas de Caiman crocodilus en la cuenca baja y media del río Atrato, departamento de Chocó, Colombia.: Producción técnica - Presentación de trabajo - Ponencia
Estado de conservación y prioridades de investigación y conservación para los vertebrados marinos y de aguas continentales del Caribe colombiano.: Producción técnica - Presentación de trabajo - Ponencia
",": Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Ponente
",2010
Sergio Alejandro Balaguera Reina,III Congreso Colombiano de Zoología., Congreso,Lisboa   - Centro de convenciones plaza mayor,Nacional,". Importancia de los análisis de conservación y priorización para la biodiversidad del Caribe colombiano: el caso de los felinos.: Producción técnica - Presentación de trabajo - Ponencia
Discusión: I simposio de conservación de fauna del Caribe colombiano-sincronización, articulación y planificación.: Producción técnica - Presentación de trabajo - Ponencia
Introducción: i simposio de conservación de fauna del Caribe colombiano: evaluación del estado y análisis de prioridades a múltiples escalas.: Producción técnica - Presentación de trabajo - Ponencia
De la escala global a la regional: el Caribe colombiano y su fauna amenazada.: Producción técnica - Presentación de trabajo - Ponencia
Procesos de conservación y liberación de pequeños carnívoros en ecosistemas del Neotrópico: un análisis de impactos, manejo e importancia para conservación: Producción técnica - Presentación de trabajo - Ponencia
Estado actual de los pequeños carnívoros del Caribe colombiano y modificaciones en la dinámica trófica de ecosistemas tropicales: Producción técnica - Presentación de trabajo - Ponencia
",": Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Ponente
",2010
Sergio Alejandro Balaguera Reina,20th Workshop meeting of the Crocodile Specialist Group., Congreso,Manaus   -,Internacional,"Caracterización y diagnóstico de los Crocodylia del Vía Parque Isla de Salamanca, Caribe colombiano.: Producción técnica - Presentación de trabajo - Ponencia
","Instituto de desenvolvimento agropecuário e florestal sustentável do estado: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Ponente
",2010
Sergio Alejandro Balaguera Reina,V Simposio BioCaribe, Congreso,SANTA MARTA   - Universidad del Magdalena,Nacional,"Análisis, caracterización y diagnóstico preliminar de las poblaciones de mamíferos medianos y grandes en la cuenca del Canal del Dique.: Producción técnica - Presentación de trabajo - Ponencia
Percepciones, conocimiento y relaciones entre los Crocodylia y poblaciones humanas cercanas a la Vía Parque Isla de Salamanca, Caribe colombiano.: Producción técnica - Presentación de trabajo - Ponencia
Conservación de mamíferos, cacería y conflictos humano-vida silvestre en la Sierra Nevada de Santa Marta.: Producción técnica - Presentación de trabajo - Ponencia
Estado del conocimiento de las medusas y ctenóforos de Colombia.: Producción técnica - Presentación de trabajo - Ponencia
",": Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Ponente
",2009
Sergio Alejandro Balaguera Reina,10th International Mammalogical Congress, Congreso,Mendoza   -,Internacional,"Conservation and knowledge of jaguar (Panthera onca) in Colombia: priority regions for big carnivore conservation: Demás trabajos - Demás trabajos - Póster
","Center for Science & Technology: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Asistente
",2009
Sergio Alejandro Balaguera Reina,53 Congreso Internacional de Americanistas, Congreso,Lisboa   - Universidad Autonoma de Mexico,Internacional,"Plan de Conservación de Félidos del Caribe Colombiano: una aproximación metodológica para la planificación del jaguar en paisajes tropicales.: Producción técnica - Presentación de trabajo - Ponencia
Monitoreo comunitario para el estudio de felinos y presas en la Sierra Nevada de Santa Marta.: Producción técnica - Presentación de trabajo - Ponencia
Estado de conservación del jaguar en Centroamérica: estudio de caso en Costa Rica y ejemplos para la región.: Producción técnica - Presentación de trabajo - Ponencia
","UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Ponente
",2009
Sergio Alejandro Balaguera Reina,Taller Panorama Andino sobre los Servicios Ambientales Hidrológicos. Consorcio para el Desarrollo Sostenible de la Ecorregión Andina, Taller,MANIZALES   -,Internacional,Ninguno,": Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Asistente
",2009
Sergio Alejandro Balaguera Reina,Taller Plan Nacional de Restauración de Ecosistemas, Taller,SANTA MARTA   -,Nacional,Ninguno,"Ministerio De Ambiente Y Desarrollo Territorial: Patrocinadora
","SERGIO ALEJANDRO BALAGUERA REINA: Asistente
",2009
